product,issue,sub_product,timely,company_response,submitted_via,company,state,sub_issue,Count of complaint_id,Month Year
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"CITIBANK, N.A.",PR,Problem accessing account,1,2024-08-14
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"CITIBANK, N.A.",UT,Deposits and withdrawals,1,2024-08-23
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"CITIBANK, N.A.",VI,Problem accessing account,1,2024-06-26
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"CITIBANK, N.A.",VT,Funds not handled or disbursed as instructed,1,2024-05-03
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"CITIBANK, N.A.",WV,Deposits and withdrawals,1,2024-07-31
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",MA,Funds not handled or disbursed as instructed,1,2024-09-02
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",NH,Deposits and withdrawals,1,2024-08-24
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",NH,Problem using a debit or ATM card,1,2024-07-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",NJ,Deposits and withdrawals,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"COLUMBIA BANKING SYSTEM, INC.",WA,Problem accessing account,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"COMMUNITY FINANCIAL SYSTEM, INC.",VT,Problem accessing account,1,2024-03-06
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Certegy Holdings, LLC",HI,Cashing a check,1,2024-08-15
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Certegy Holdings, LLC",MT,Problem using a debit or ATM card,1,2024-08-10
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,AR,Problem using a debit or ATM card,1,2024-09-01
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,AZ,Funds not handled or disbursed as instructed,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,CA,Problem using a debit or ATM card,2,2024-08-31
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,GA,Problem using a debit or ATM card,1,2024-09-02
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,IN,Deposits and withdrawals,1,2024-09-01
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,ME,Problem using a debit or ATM card,1,2024-05-11
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,MT,Problem using a debit or ATM card,2,2024-05-07
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,ND,Problem using a debit or ATM card,1,2024-06-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,NV,Funds not handled or disbursed as instructed,1,2024-08-31
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,OK,Problem making or receiving payments,1,2024-08-20
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,OR,Problem using a debit or ATM card,1,2024-08-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,PA,Problem using a debit or ATM card,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,VT,Banking errors,1,2024-01-10
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,VT,Problem using a debit or ATM card,2,2024-03-16
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,WI,Deposits and withdrawals,1,2024-08-23
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,WV,Deposits and withdrawals,1,2024-07-13
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,WV,Problem using a debit or ATM card,1,2024-07-21
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,Comerica,MT,Problem using a debit or ATM card,1,2024-07-08
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Credit Karma, LLC",KS,Problem using a debit or ATM card,1,2024-08-23
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Credit Karma, LLC",MN,Problem using a debit or ATM card,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Credit Karma, LLC",OK,Deposits and withdrawals,1,2024-08-26
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,EASTERN BANKSHARES INC,VT,Banking errors,1,2024-06-17
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,FIFTH THIRD FINANCIAL CORPORATION,IN,Deposits and withdrawals,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,FIFTH THIRD FINANCIAL CORPORATION,OH,Deposits and withdrawals,1,2024-08-31
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"FIRST HAWAIIAN, INC.",HI,Funds not handled or disbursed as instructed,1,2024-08-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,FIRST HORIZON BANK,DC,Banking errors,1,2024-08-14
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,FIRST NATIONAL BANK OF OMAHA,NE,Banking errors,1,2024-08-05
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,FIRSTBANK PUERTO RICO,VI,Deposits and withdrawals,1,2024-03-26
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,FISERV INC.,SD,Problem making or receiving payments,1,2024-03-18
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,FISERV INC.,WV,Problem accessing account,1,2024-07-06
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,FinCo Services Inc DBA Current,GA,Problem using a debit or ATM card,1,2024-09-02
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"GLOBAL CLIENT SOLUTIONS, LLC",AK,Funds not handled or disbursed as instructed,1,2024-04-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,GLOBAL CREDIT UNION,AK,Banking errors,1,2024-08-06
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,GLOBAL CREDIT UNION,AK,Funds not handled or disbursed as instructed,1,2024-05-22
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"HUNTINGTON NATIONAL BANK, THE",IN,Deposits and withdrawals,1,2024-08-28
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"HUNTINGTON NATIONAL BANK, THE",KY,Deposits and withdrawals,1,2024-08-28
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,AR,Problem making or receiving payments,1,2024-08-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,CO,Deposits and withdrawals,1,2024-09-01
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,CT,Banking errors,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,DC,Banking errors,1,2024-08-23
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,ID,Funds not handled or disbursed as instructed,1,2024-08-05
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,ND,Problem using a debit or ATM card,1,2024-06-11
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,NM,Deposits and withdrawals,1,2024-08-09
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,NM,Problem making or receiving payments,1,2024-08-08
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,NV,Cashing a check,1,2024-08-31
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,NY,Problem using a debit or ATM card,1,2024-09-02
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,OH,Deposits and withdrawals,1,2024-09-01
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,OR,Deposits and withdrawals,1,2024-08-28
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,RI,Deposits and withdrawals,1,2024-08-09
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,SC,Deposits and withdrawals,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,SD,Funds not handled or disbursed as instructed,1,2024-04-20
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,UT,Deposits and withdrawals,1,2024-08-26
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,UT,Problem using a debit or ATM card,1,2024-08-08
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,KEYCORP,AK,Deposits and withdrawals,1,2024-04-12
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,NAVY FEDERAL CREDIT UNION,GU,Problem using a debit or ATM card,1,2024-05-09
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Paypal Holdings, Inc",VA,Problem accessing account,1,2024-09-01
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"SOFI TECHNOLOGIES, INC.",AR,Deposits and withdrawals,1,2024-08-26
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"SOFI TECHNOLOGIES, INC.",IA,Deposits and withdrawals,1,2024-08-31
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"SOFI TECHNOLOGIES, INC.",IA,Problem accessing account,1,2024-08-07
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"SOFI TECHNOLOGIES, INC.",MT,Problem using a debit or ATM card,1,2024-05-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"SOFI TECHNOLOGIES, INC.",ND,Problem using a debit or ATM card,4,2024-08-27
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"SOFI TECHNOLOGIES, INC.",OK,Problem accessing account,1,2024-08-27
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"SOFI TECHNOLOGIES, INC.",UT,Banking errors,1,2024-08-13
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"SOFI TECHNOLOGIES, INC.",VA,Deposits and withdrawals,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,TD BANK US HOLDING COMPANY,CT,Deposits and withdrawals,1,2024-08-27
