product,issue,sub_product,timely,company_response,submitted_via,company,state,sub_issue,Count of complaint_id,Month Year
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,GOLDMAN SACHS BANK USA,NE,Reporting company used your report improperly,1,2024-08-15
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,GREENSTATE CREDIT UNION,IA,Reporting company used your report improperly,1,2024-08-03
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Garrison Investment Group,OH,Reporting company used your report improperly,1,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"General Motors Financial Company, Inc.",DC,Reporting company used your report improperly,1,2024-08-21
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"General Motors Financial Company, Inc.",WV,Reporting company used your report improperly,1,2024-07-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Global Lending Services LLC,NJ,Reporting company used your report improperly,1,2024-09-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"HUNTINGTON NATIONAL BANK, THE",OH,Credit inquiries on your report that you don't recognize,1,2024-08-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,HYUNDAI CAPITAL AMERICA,WI,Reporting company used your report improperly,2,2024-08-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Home Loan Center, Inc.",PA,Credit inquiries on your report that you don't recognize,1,2024-09-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"ID Analytics, Inc.",MS,Reporting company used your report improperly,1,2024-08-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Ideal Collection Services, Inc.",FL,Reporting company used your report improperly,1,2024-09-03
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,AK,Reporting company used your report improperly,1,2024-04-07
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,AL,Credit inquiries on your report that you don't recognize,1,2024-08-28
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,CO,Reporting company used your report improperly,1,2024-08-26
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,DC,Reporting company used your report improperly,1,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,DE,Reporting company used your report improperly,1,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,MA,Reporting company used your report improperly,1,2024-08-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,MT,Reporting company used your report improperly,1,2024-05-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,NY,Reporting company used your report improperly,1,2024-09-03
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,OR,Reporting company used your report improperly,1,2024-08-22
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,PA,Reporting company used your report improperly,1,2024-09-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,RI,Reporting company used your report improperly,2,2024-08-06
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,SD,Reporting company used your report improperly,1,2024-05-29
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,WA,Reporting company used your report improperly,1,2024-08-29
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Kansas Counselors, Inc.",MO,Reporting company used your report improperly,1,2024-08-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Kikoff Inc.,NH,Reporting company used your report improperly,1,2024-07-26
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,LEXISNEXIS,AR,Reporting company used your report improperly,2,2024-08-27
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,LEXISNEXIS,AZ,Reporting company used your report improperly,1,2024-08-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,LEXISNEXIS,MS,Reporting company used your report improperly,2,2024-08-29
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,LEXISNEXIS,OK,Reporting company used your report improperly,2,2024-08-27
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,LEXISNEXIS,WI,Reporting company used your report improperly,1,2024-08-26
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,LEXISNEXIS,WY,Reporting company used your report improperly,1,2024-03-21
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"LFG Data Services Holdings, LP",WY,Reporting company used your report improperly,1,2024-03-21
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,LJ Ross Associates,NC,Reporting company used your report improperly,1,2024-09-03
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Larry H. Miller Group of Companies,NJ,Credit inquiries on your report that you don't recognize,1,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Larry H. Miller Group of Companies,WV,Credit inquiries on your report that you don't recognize,1,2024-08-06
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,MOHELA,ID,Credit inquiries on your report that you don't recognize,1,2024-06-20
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Mercedes Benz Financial Services,ME,Credit inquiries on your report that you don't recognize,1,2024-07-12
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Mercury Financial Intermediate LLC,NY,Reporting company used your report improperly,1,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Mr. Cooper Group Inc.,OH,Reporting company used your report improperly,1,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,NAVY FEDERAL CREDIT UNION,GU,Reporting company used your report improperly,1,2024-03-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,NCB Management Services Inc.,NM,Reporting company used your report improperly,1,2024-07-29
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,NISSAN MOTOR ACCEPTANCE COMPANY LLC,VT,Reporting company used your report improperly,1,2024-05-27
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"National Consumer Telecom & Utilities Exchange, Inc.",PR,Reporting company used your report improperly,2,2024-08-28
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,OPORTUN FINANCIAL CORPORATION,UT,Reporting company used your report improperly,2,2024-08-23
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,OneMain Finance Corporation,MA,Reporting company used your report improperly,1,2024-08-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,OneMain Finance Corporation,ME,Reporting company used your report improperly,1,2024-07-23
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,OneMain Finance Corporation,NE,Report provided to employer without your written authorization,1,2024-08-20
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,OneMain Finance Corporation,NH,Reporting company used your report improperly,1,2024-08-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,OneMain Finance Corporation,NJ,Credit inquiries on your report that you don't recognize,1,2024-09-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,OneMain Finance Corporation,NV,Reporting company used your report improperly,1,2024-08-29
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,OneMain Finance Corporation,NY,Reporting company used your report improperly,1,2024-09-03
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,OneMain Finance Corporation,OH,Reporting company used your report improperly,1,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,OneMain Finance Corporation,PA,Credit inquiries on your report that you don't recognize,2,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Opportunity Financial, LLC",MO,Reporting company used your report improperly,3,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"PENNYMAC LOAN SERVICES, LLC.",ID,Reporting company used your report improperly,1,2024-08-27
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,PENTAGON FEDERAL CREDIT UNION,MD,Reporting company used your report improperly,1,2024-08-29
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,PORTFOLIO RECOVERY ASSOCIATES INC,MS,Reporting company used your report improperly,1,2024-08-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,PORTFOLIO RECOVERY ASSOCIATES INC,NV,Reporting company used your report improperly,1,2024-09-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,PORTFOLIO RECOVERY ASSOCIATES INC,PR,Reporting company used your report improperly,1,2024-08-20
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,PORTFOLIO RECOVERY ASSOCIATES INC,SD,Reporting company used your report improperly,1,2024-06-27
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Pathfinder Credit Services,VI,Reporting company used your report improperly,1,2024-03-19
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Rent Recovery Solutions,ND,Reporting company used your report improperly,1,2024-07-24
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Resurgent Capital Services L.P.,IA,Reporting company used your report improperly,1,2024-08-19
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Resurgent Capital Services L.P.,MI,Credit inquiries on your report that you don't recognize,1,2024-08-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Resurgent Capital Services L.P.,MN,Reporting company used your report improperly,1,2024-08-23
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Resurgent Capital Services L.P.,ND,Reporting company used your report improperly,2,2024-08-06
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Resurgent Capital Services L.P.,NM,Credit inquiries on your report that you don't recognize,1,2024-08-21
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Resurgent Capital Services L.P.,NM,Reporting company used your report improperly,1,2024-08-05
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Resurgent Capital Services L.P.,NY,Reporting company used your report improperly,1,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Resurgent Capital Services L.P.,OR,Reporting company used your report improperly,1,2024-08-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Resurgent Capital Services L.P.,SC,Reporting company used your report improperly,2,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis",AL,Reporting company used your report improperly,1,2024-09-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis",MN,Reporting company used your report improperly,1,2024-08-23
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis",TN,Reporting company used your report improperly,1,2024-08-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"SANTANDER HOLDINGS USA, INC.",IA,Reporting company used your report improperly,1,2024-08-09
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"SANTANDER HOLDINGS USA, INC.",MA,Reporting company used your report improperly,1,2024-08-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"SANTANDER HOLDINGS USA, INC.",NV,Reporting company used your report improperly,1,2024-08-29
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"SANTANDER HOLDINGS USA, INC.",RI,Reporting company used your report improperly,1,2024-08-15
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"SELECT PORTFOLIO SERVICING, INC.",IL,Reporting company used your report improperly,1,2024-08-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"SOFI TECHNOLOGIES, INC.",WY,Received unsolicited financial product or insurance offers after opting out,1,2024-08-19
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,SYNCHRONY FINANCIAL,GU,Reporting company used your report improperly,1,2024-01-27
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,SYNCHRONY FINANCIAL,ME,Credit inquiries on your report that you don't recognize,1,2024-07-06
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,SYNCHRONY FINANCIAL,NV,Reporting company used your report improperly,1,2024-08-29
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,SYNCHRONY FINANCIAL,PR,Credit inquiries on your report that you don't recognize,2,2024-08-25
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,SYNCHRONY FINANCIAL,TN,Credit inquiries on your report that you don't recognize,1,2024-08-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Self Financial Inc.,AL,Reporting company used your report improperly,1,2024-09-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Self Financial Inc.,IL,Credit inquiries on your report that you don't recognize,1,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Self Financial Inc.,KY,Reporting company used your report improperly,1,2024-09-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Self Financial Inc.,MI,Reporting company used your report improperly,1,2024-09-04
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Self Financial Inc.,MS,Reporting company used your report improperly,1,2024-08-29
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Self Financial Inc.,UT,Reporting company used your report improperly,1,2024-08-24
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Self Financial Inc.,VA,Reporting company used your report improperly,1,2024-09-03
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Self Financial Inc.,VT,Reporting company used your report improperly,1,2023-12-18
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Spring Oaks Capital, LLC",OR,Reporting company used your report improperly,1,2024-08-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Spring Oaks Capital, LLC",VT,Reporting company used your report improperly,1,2024-05-27
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Spring Oaks Capital, LLC",WA,Reporting company used your report improperly,1,2024-08-23
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Synergetic Communication Inc,MO,Reporting company used your report improperly,1,2024-08-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,T.S. Holdings,UT,Reporting company used your report improperly,1,2024-08-24
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,TOYOTA MOTOR CREDIT CORPORATION,MS,Reporting company used your report improperly,1,2024-08-29
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,TOYOTA MOTOR CREDIT CORPORATION,UT,Reporting company used your report improperly,2,2024-08-22
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AK,Credit inquiries on your report that you don't recognize,3,2024-07-20
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AK,Reporting company used your report improperly,3,2024-07-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AS,Credit inquiries on your report that you don't recognize,1,2024-05-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AS,Reporting company used your report improperly,3,2024-06-13
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",DC,Credit inquiries on your report that you don't recognize,1,2024-08-09
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GU,Credit inquiries on your report that you don't recognize,1,2024-02-20
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GU,Reporting company used your report improperly,1,2023-12-06
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",HI,Credit inquiries on your report that you don't recognize,2,2024-08-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",HI,Reporting company used your report improperly,3,2024-08-07
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IA,Credit inquiries on your report that you don't recognize,3,2024-08-06
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IA,Reporting company used your report improperly,2,2024-07-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ID,Credit inquiries on your report that you don't recognize,2,2024-07-26
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",KS,Credit inquiries on your report that you don't recognize,1,2024-08-07
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",KS,Reporting company used your report improperly,3,2024-08-06
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ME,Credit inquiries on your report that you don't recognize,7,2024-08-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ME,Reporting company used your report improperly,2,2024-06-21
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MS,Reporting company used your report improperly,1,2024-08-29
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MT,Credit inquiries on your report that you don't recognize,1,2024-07-03
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MT,Reporting company used your report improperly,2,2024-07-15
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ND,Credit inquiries on your report that you don't recognize,5,2024-08-05
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ND,Reporting company used your report improperly,1,2024-07-21
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NE,Credit inquiries on your report that you don't recognize,1,2024-08-07
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NH,Credit inquiries on your report that you don't recognize,2,2024-08-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NM,Credit inquiries on your report that you don't recognize,2,2024-08-06
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OR,Credit inquiries on your report that you don't recognize,2,2024-08-10
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",RI,Credit inquiries on your report that you don't recognize,1,2024-08-09
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SD,Credit inquiries on your report that you don't recognize,1,2024-02-14
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SD,Reporting company used your report improperly,4,2024-04-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Reporting company used your report improperly,1,2024-09-04
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",UT,Credit inquiries on your report that you don't recognize,1,2024-08-09
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VI,Credit inquiries on your report that you don't recognize,1,2023-12-14
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VI,Reporting company used your report improperly,1,2024-02-09
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VT,Credit inquiries on your report that you don't recognize,1,2024-05-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WV,Credit inquiries on your report that you don't recognize,6,2024-07-25
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WV,Reporting company used your report improperly,2,2024-08-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WY,Credit inquiries on your report that you don't recognize,1,2024-01-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,TRANSWORLD SYSTEMS INC,IN,Reporting company used your report improperly,1,2024-08-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,TRANSWORLD SYSTEMS INC,SD,Reporting company used your report improperly,1,2024-04-30
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Thaxton Investment Corporation,IN,Reporting company used your report improperly,1,2024-08-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,The Receivable Management Services LLC,NJ,Reporting company used your report improperly,1,2024-09-02
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Transform Credit Inc.,UT,Reporting company used your report improperly,1,2024-08-24
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,TrueAccord Corp.,IA,Credit inquiries on your report that you don't recognize,1,2024-08-14
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,ID,Reporting company used your report improperly,1,2024-09-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"United Consumer Finance, Inc.",NH,Reporting company used your report improperly,1,2024-08-07
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,United PanAm Financial Corp.,NH,Reporting company used your report improperly,1,2024-08-07
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,United Revenue Corporation,NE,Reporting company used your report improperly,1,2024-08-12
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Upstart Holdings, Inc.",AZ,Reporting company used your report improperly,1,2024-08-31
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Upstart Holdings, Inc.",NC,Reporting company used your report improperly,1,2024-09-04
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,"Upstart Holdings, Inc.",VT,Reporting company used your report improperly,1,2023-12-18
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,VYSTAR CREDIT UNION,MT,Reporting company used your report improperly,1,2024-05-13
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Velocity Portfolio Group,MN,Reporting company used your report improperly,1,2024-08-23
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Velocity Portfolio Group,NV,Reporting company used your report improperly,1,2024-09-01
Credit reporting or other personal consumer reports,Improper use of your report,Credit reporting,Yes,Closed with explanation,Web,Velocity Portfolio Group,WA,Reporting company used your report improperly,1,2024-08-23
